,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,MAR_distance,MAR_lat,MAR_lon,MAR_i,MAR_j,MAR_elevation,MAR_10m_temp
56,56,1955-08-19 00:00:00,5-220,69.80166666666666,-47.66666666666666,1861.0,10.0,-17.5,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-47.66666666666666 69.80166666666666),166.1986455732802,69.84317016601562,-47.72887420654297,77.0,36.0,1766.5325927734375,-9.1788330078125
57,57,1955-08-20 00:00:00,5-230,69.73166666666667,-48.05,1746.0,10.0,-15.1,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-48.05 69.73166666666667),166.58076297520577,69.7021484375,-48.096946716308594,76.0,35.0,1626.6104736328125,-4.716705322265625
58,58,1959-01-01 00:00:00,1,77.23333333333333,-62.33333333333334,1718.0,10.0,-23.9,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-62.33333333333334 77.23333333333333),197.42924711080713,77.15092468261719,-62.48942565917969,135.0,15.0,1716.1632080078125,-22.927337646484375
59,59,1959-01-01 00:00:00,2,77.71666666666667,-59.56666666666667,2025.0,10.0,-26.6,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-59.56666666666667 77.71666666666667),194.2572317134407,77.90410614013672,-59.53368377685547,139.0,21.0,2030.015380859375,-27.796829223632812
60,60,1959-01-01 00:00:00,3,78.2,-56.31666666666667,2068.0,10.0,-27.4,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-56.31666666666667 78.2),190.33046403511491,78.19181823730469,-56.45939636230469,140.0,26.0,2080.396728515625,-27.552658081054688
61,61,1959-01-01 00:00:00,4,78.61666666666666,-53.0,2096.0,10.0,-27.8,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-53 78.61666666666666),186.0387633900532,78.7349624633789,-52.74665069580078,143.0,32.0,2096.842041015625,-28.08880615234375
62,62,1959-01-01 00:00:00,5,79.01666666666667,-49.13333333333333,2147.0,10.0,-28.3,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-49.13333333333333 79.01666666666667),181.29519936997528,78.94347381591797,-49.296546936035156,144.0,37.0,2197.8759765625,-28.7230224609375
63,63,1959-01-01 00:00:00,6,79.71666666666667,-51.41666666666666,1843.0,10.0,-25.8,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-51.41666666666666 79.71666666666667),185.4563795166686,79.8756103515625,-51.26580047607422,151.0,35.0,1824.8251953125,-27.2633056640625
64,64,1959-01-01 00:00:00,7,80.38333333333334,-54.05,1524.0,10.0,-24.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-54.05 80.38333333333334),190.12319728265962,80.36570739746094,-54.07575988769531,155.0,32.0,1495.9033203125,-26.52239990234375
65,65,1959-01-01 00:00:00,8,80.75,-55.33333333333334,1420.0,10.0,-23.8,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-55.33333333333334 80.75),192.44525990712702,80.7493667602539,-55.32599639892578,158.0,31.0,1408.0885009765625,-22.712112426757812
66,66,1959-01-01 00:00:00,9,79.46666666666667,-44.31666666666667,2215.0,10.0,-30.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-44.31666666666667 79.46666666666667),175.04485982740542,79.52266693115234,-44.244781494140625,148.0,44.0,2236.95263671875,-27.753158569335938
67,67,1959-01-01 00:00:00,10,80.0,-39.63333333333333,2071.0,10.0,-29.6,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-39.63333333333333 80),169.02350291755062,79.88968658447266,-39.51231002807617,151.0,50.0,2125.551025390625,-28.667922973632812
68,68,1959-01-01 00:00:00,11,80.65,-39.63333333333333,1960.0,10.0,-28.4,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-39.63333333333333 80.65000000000001),170.3275529155789,80.7239761352539,-39.872169494628906,157.0,49.0,1978.0,-28.758132934570312
69,69,1959-01-01 00:00:00,12,81.3,-39.73333333333333,1803.0,10.0,-26.5,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-39.73333333333333 81.3),171.0161925118591,81.27224731445312,-39.547786712646484,161.0,49.0,1814.307373046875,-26.585922241210938
70,70,1959-01-01 00:00:00,,77.98333333333333,-52.5,2296.0,10.0,-29.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-52.5 77.98333333333333),184.44126883322494,78.05531311035156,-52.30055618286133,138.0,32.0,2293.23486328125,-28.790283203125
71,71,1959-01-01 00:00:00,,78.91666666666667,-48.2,2205.0,10.0,-29.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-48.2 78.91666666666667),179.56617921091168,78.96063232421875,-47.867347717285156,144.0,39.0,2257.599853515625,-28.281280517578125
72,72,1964-01-01 00:00:00,P42-7,77.0486111111111,-43.393611111111106,1819.0,10.0,-23.3,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.39361111111111 77.0486111111111),170.17319863819972,77.04957580566406,-43.169342041015625,130.0,46.0,2669.98974609375,-30.911331176757812
73,73,1964-01-01 00:00:00,CenturyAstro,77.18138888888889,-43.1425,1885.0,10.0,-24.5,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.1425 77.18138888888889),170.17220329828388,77.1863021850586,-43.1496467590332,131.0,46.0,2650.219970703125,-31.09149169921875
74,74,1964-01-01 00:00:00,P42-11,77.28944444444444,-43.16722222222222,1886.0,10.0,-24.6,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.16722222222222 77.28944444444444),170.34856638134022,77.32305908203125,-43.1295166015625,132.0,46.0,2630.888671875,-31.16204833984375
75,75,1964-01-01 00:00:00,P42-13,77.39361111111111,-43.30166666666667,1877.0,10.0,-24.7,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.30166666666667 77.39361111111111),170.51729758471433,77.32305908203125,-43.1295166015625,132.0,46.0,2630.888671875,-31.16204833984375
76,76,1964-01-01 00:00:00,P42-l5,77.52222222222224,-43.46888888888889,1868.0,10.0,-24.8,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.46888888888889 77.52222222222224),171.34377080309224,77.60049438476562,-43.725013732910156,134.0,45.0,2597.11865234375,-30.69061279296875
77,77,1964-01-01 00:00:00,P42-l7,77.56333333333333,-62.16721666666667,1760.0,10.0,-23.9,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.16721666666667 77.56333333333333),197.6016218886166,77.4530029296875,-62.26726150512695,137.0,16.0,1721.195068359375,-25.996368408203125
78,78,1964-01-01 00:00:00,P42-19,77.58944444444444,-62.74527777777778,1654.0,10.0,-22.8,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.74527777777778 77.58944444444444),198.48362025335894,77.7142105102539,-62.649208068847656,139.0,16.0,1699.3453369140625,-25.880874633789062
79,79,1964-01-01 00:00:00,P42-21,77.61805555555556,-62.45138888888889,1510.0,10.0,-21.2,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.45138888888889 77.61805555555556),198.06719582116466,77.58365631103516,-62.45621109008789,138.0,16.0,1697.8458251953125,-24.751235961914062
80,80,1964-01-01 00:00:00,S-40,76.65,-62.15,1262.0,10.0,-16.3,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.15 76.65000000000001),196.17056119103702,76.45767974853516,-62.169307708740234,130.0,14.0,862.0652465820312,-13.180938720703125
81,81,1964-01-01 00:00:00,S-30,76.78333333333333,-61.88333333333333,1553.0,10.0,-20.1,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-61.88333333333333 76.78333333333333),196.1353341034065,76.7590560913086,-61.95151138305664,132.0,15.0,1484.9539794921875,-17.795684814453125
82,82,1964-01-01 00:00:00,S-20,76.91666666666667,-61.66666666666666,1728.0,10.0,-22.1,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-61.66666666666666 76.91666666666667),195.9126358268325,76.92938995361328,-61.54955291748047,133.0,16.0,1729.5714111328125,-20.869186401367188
83,83,1964-01-01 00:00:00,HIRAN29,68.06666666666666,-42.333333333333336,2594.0,10.0,-23.0,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-42.33333333333334 68.06666666666666),156.2672987787271,68.10255432128906,-42.49274444580078,64.0,50.0,2521.98095703125,-22.521469116210938
84,84,1964-01-01 00:00:00,59-0,66.57166666666667,-47.2,1903.0,10.0,-12.0,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-47.2 66.57166666666667),160.94346025113293,66.50428009033203,-47.33238983154297,52.0,36.0,1869.4508056640625,-5.0367431640625
85,85,1964-01-01 00:00:00,59-26,66.46166666666667,-46.23333333333333,2100.0,10.0,-16.1,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-46.23333333333333 66.46166666666667),159.48464106796428,66.51704406738281,-46.33329391479492,52.0,39.0,2084.478759765625,-8.423797607421875
86,86,1964-01-01 00:00:00,59-46,66.40333333333334,-45.51666666666666,2230.0,10.0,-18.0,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-45.51666666666666 66.40333333333334),158.37190862933835,66.38876342773438,-45.662879943847656,51.0,41.0,2227.968505859375,-17.531326293945312
87,87,1964-01-01 00:00:00,59-66,66.31666666666666,-44.8,2316.0,10.0,-19.2,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-44.8 66.31666666666666),157.0089611325392,66.25706481933594,-44.67045974731445,50.0,44.0,2389.61474609375,-19.129058837890625
88,88,1964-01-01 00:00:00,59-86,66.22333333333333,-44.13666666666666,2410.0,10.0,-20.6,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-44.13666666666666 66.22333333333333),156.00580118857908,66.2540054321289,-44.01145935058594,50.0,46.0,2473.5029296875,-20.493377685546875
89,89,1964-01-01 00:00:00,59-190,65.195,-43.78333333333333,2426.0,10.0,-19.2,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-43.78333333333333 65.19499999999999),154.08516962187625,65.19100189208984,-43.73999786376953,42.0,47.0,2461.03125,-17.773101806640625
90,90,1964-01-01 00:00:00,59-250,64.475,-42.95833333333334,2439.0,10.0,-17.2,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-42.95833333333334 64.47499999999999),151.8913239198032,64.51873016357422,-42.85465621948242,37.0,50.0,2285.5107421875,-14.003448486328125
91,91,1964-01-01 00:00:00,59-275,64.48666666666666,-43.825,2650.0,10.0,-20.8,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-43.825 64.48666666666666),153.1704868885142,64.53038787841797,-43.773704528808594,37.0,47.0,2632.04248046875,-19.911758422851562
92,92,1964-01-01 00:00:00,59-300,64.495,-44.68333333333333,2672.0,10.0,-21.1,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-44.68333333333333 64.495),154.4373485049318,64.53567504882812,-44.693382263183594,37.0,44.0,2735.6611328125,-20.8248291015625
